lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,previous_cancellations,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status_date,full_date,arrival_date,is_canceled
43,4,1,2,2,0,1,59,6,2,0,0,3,0,0,240,3,48.0,0,1,26,83,18,0
14,4,1,1,2,0,1,76,6,2,0,0,3,0,0,240,2,48.0,0,1,26,83,18,0
7,4,1,2,1,0,1,59,6,2,0,0,3,0,0,240,3,43.0,0,1,26,83,18,0
63,4,2,5,2,0,1,59,6,2,0,0,0,0,0,240,2,43.71,0,2,26,83,18,0
16,4,1,2,2,0,1,85,6,2,0,0,4,1,0,240,2,68.0,0,1,26,83,18,0
4,4,1,2,1,0,1,59,6,2,0,0,0,0,0,240,2,43.0,0,3,26,83,18,0
0,5,1,3,1,0,1,59,3,1,0,0,0,3,0,0,2,43.0,0,0,27,84,18,0
1,5,13,32,1,0,1,59,3,1,0,0,3,2,0,0,2,42.11,0,3,28,84,19,0
3,4,1,1,2,0,1,51,6,2,0,4,4,0,0,240,2,72.0,0,1,26,83,18,0
3,4,1,2,1,0,1,81,6,2,0,0,0,0,0,241,2,31.45,0,1,26,83,18,0
3,4,1,2,2,0,1,81,6,2,0,0,0,0,0,241,2,35.11,0,1,26,83,18,0
3,4,1,2,2,0,1,135,6,2,0,0,0,0,0,241,2,35.11,0,1,26,83,18,0
3,4,1,2,2,0,1,81,6,2,0,0,0,0,0,241,2,35.11,0,1,26,83,18,0
4,4,1,2,1,0,1,59,6,2,0,0,0,0,0,240,2,43.0,0,2,26,83,18,0
0,5,1,3,1,0,1,59,3,2,0,0,0,3,0,0,2,43.0,0,2,27,84,18,0
18,4,1,2,2,0,1,59,6,2,0,5,5,0,0,467,2,54.56,0,0,26,83,18,0
18,4,1,2,2,0,1,59,6,2,0,5,5,0,0,467,2,52.56,0,0,26,83,18,0
1,4,1,2,2,1,1,76,3,1,0,7,7,1,0,250,3,95.33,0,4,26,83,18,0
43,4,1,2,2,0,1,59,6,2,0,0,3,0,0,240,3,52.67,2,1,26,83,18,0
0,5,1,0,2,0,1,81,3,1,0,0,0,0,0,0,3,45.0,0,0,26,84,18,0
0,4,1,2,2,0,1,135,3,1,0,6,6,1,0,250,3,93.0,0,0,26,83,18,0
0,5,1,0,2,0,1,135,3,1,0,0,0,0,0,0,2,57.0,0,0,26,84,18,0
43,4,1,2,2,0,1,81,6,2,0,0,3,0,0,240,3,48.0,0,1,26,83,18,0
0,4,1,2,2,0,1,135,3,1,0,6,6,2,0,250,3,93.0,0,0,26,83,18,0
0,5,1,0,2,0,1,135,3,1,0,0,0,0,0,0,2,57.0,0,0,26,84,18,0
43,4,1,2,2,0,1,59,6,2,0,0,3,0,0,240,3,48.0,0,1,26,83,18,0
3,4,1,2,2,0,1,81,6,2,0,0,0,0,0,241,2,35.11,0,1,26,83,18,0
3,4,1,2,2,0,1,81,6,2,0,0,0,0,0,241,2,35.11,0,1,26,83,18,0
3,4,1,2,2,0,1,81,6,2,0,0,0,0,0,241,2,35.11,0,1,26,83,18,0
0,5,1,0,2,0,1,81,3,1,0,0,0,0,0,0,3,45.0,0,0,26,84,18,0
2,5,1,0,1,0,1,135,6,2,0,3,3,0,0,240,3,58.0,0,1,26,84,18,0
0,5,1,0,1,0,1,135,3,2,0,0,0,1,0,0,2,47.0,1,1,26,84,18,0
2,5,1,0,1,0,1,135,6,2,0,3,3,0,0,240,3,58.0,1,0,26,84,18,0
0,5,1,0,2,0,1,135,3,2,0,0,0,0,0,0,2,45.0,0,1,26,84,18,0
1,4,1,2,1,0,1,81,6,2,0,6,6,0,0,242,3,88.67,0,1,26,83,18,0
1,4,1,2,1,0,1,76,3,1,0,4,4,0,0,250,3,70.33,0,1,26,83,18,0
0,5,1,0,2,0,1,59,3,2,0,0,0,0,0,0,3,45.0,0,2,26,84,18,0
8,4,1,3,2,0,1,81,6,2,0,3,3,0,0,240,3,58.0,0,0,26,83,18,0
3,4,1,2,1,0,1,135,6,2,0,0,0,0,0,241,2,31.45,0,1,26,83,18,0
112,4,2,1,2,0,1,15,6,2,0,0,0,0,0,240,2,37.8,0,2,26,83,18,0
58,4,2,1,2,0,1,15,6,2,0,3,3,0,0,240,2,72.0,0,0,26,83,18,0
126,4,2,5,2,0,1,15,5,2,0,0,3,0,0,6,2,29.0,0,1,26,83,18,0
1,5,1,0,2,0,1,123,6,2,0,0,0,0,0,240,2,55.0,1,1,26,84,18,0
4,5,1,0,1,0,1,135,2,3,0,0,3,0,0,0,2,38.5,1,0,26,84,18,0
309,3,4,6,2,0,1,59,5,2,0,0,0,0,0,8,2,27.0,0,0,26,82,18,0
12,4,2,1,2,0,1,30,6,2,0,4,4,0,0,240,2,68.0,0,2,26,83,18,0
0,5,1,0,1,0,1,135,2,3,0,0,3,0,0,510,2,40.0,0,0,26,84,18,0
0,5,1,0,1,0,1,135,2,3,0,0,3,0,0,510,2,40.0,0,0,26,84,18,0
3,5,1,0,1,0,1,135,6,2,0,0,0,0,0,241,2,31.45,0,1,26,84,18,0
0,7,1,0,1,0,1,135,5,2,0,0,0,0,0,96,2,30.0,0,0,27,86,19,0
4,5,1,0,1,0,1,59,1,2,0,5,5,0,0,40,2,0.0,0,1,26,84,18,0
5,20,1,0,1,0,1,59,1,2,0,4,4,0,0,40,2,0.0,1,2,30,99,22,0
4,5,1,0,1,0,1,59,1,2,0,5,5,0,0,40,2,0.0,0,1,26,84,18,0
97,3,5,10,2,0,1,43,6,2,0,4,4,0,0,240,2,55.8,0,1,26,82,18,0
47,4,2,1,2,1,1,51,5,2,0,0,2,1,0,6,2,42.5,0,0,26,83,18,0
4,5,2,0,2,0,1,51,5,2,0,0,0,0,0,6,2,34.0,0,0,26,84,18,0
84,5,1,0,3,1,1,25,6,2,0,7,7,0,0,240,2,94.0,1,2,26,84,18,0
1,5,0,1,1,0,1,135,5,2,0,0,0,0,0,78,2,30.0,0,0,27,84,18,0
2,5,1,1,2,0,1,43,6,2,0,0,0,0,0,240,2,55.0,1,1,27,84,18,0
18,5,1,1,1,0,1,81,6,2,0,0,3,0,0,240,3,53.0,0,1,27,84,18,0
8,4,2,2,1,0,1,135,6,2,0,4,4,0,0,184,2,68.0,0,0,27,83,18,0
1,5,1,1,3,1,1,59,6,2,0,7,7,0,0,240,2,93.0,0,0,27,84,18,0
6,5,1,1,2,0,1,59,6,2,0,0,0,0,0,241,2,35.11,0,1,27,84,18,0
11,5,1,1,1,0,1,15,6,2,0,0,3,0,0,240,2,50.0,1,2,27,84,18,0
1,5,0,3,1,0,1,15,3,2,0,0,3,1,0,0,2,47.67,1,2,27,84,19,0
4,5,0,1,2,0,1,51,5,2,0,3,3,0,0,6,2,42.0,0,0,27,84,18,0
0,5,0,1,2,0,1,51,6,2,0,0,0,0,0,240,2,55.0,0,1,27,84,18,0
1,5,0,1,1,0,1,135,6,2,0,0,3,0,0,314,2,34.4,0,0,27,84,18,0
0,5,0,1,1,0,1,135,3,1,0,0,3,0,0,0,2,35.0,0,0,27,84,18,0
1,7,0,1,1,0,1,135,2,1,0,0,3,1,0,0,2,35.0,0,0,27,86,19,0
0,11,0,1,1,0,1,135,2,1,0,0,8,0,0,0,2,35.0,0,0,28,90,20,0
30,4,2,3,2,0,0,135,4,3,0,0,8,4,0,0,3,0.0,0,1,27,83,18,0
6,5,0,1,1,0,1,135,3,1,0,0,3,0,0,0,2,40.0,0,0,27,84,18,0
0,5,0,1,1,0,1,135,2,3,0,0,3,0,0,88,2,35.0,0,0,27,84,18,0
6,5,0,1,1,0,1,51,3,1,0,0,3,0,0,0,2,40.0,0,0,27,84,18,0
5,5,1,1,2,0,1,15,6,2,0,0,3,0,0,240,2,48.0,0,1,27,84,18,0
48,4,2,2,2,0,1,56,6,2,0,0,0,0,0,242,2,37.8,1,2,27,83,18,0
0,5,1,1,2,0,1,81,3,1,0,0,0,0,0,0,2,58.0,1,0,27,84,18,0
69,4,2,2,2,0,1,56,6,2,0,3,3,0,0,240,2,52.0,0,1,27,83,18,0
11,5,1,1,1,0,1,51,6,2,0,0,3,0,0,240,2,60.0,1,1,27,84,18,0
0,5,0,1,1,0,1,135,6,2,0,0,3,0,0,314,2,34.4,0,0,27,84,18,0
202,4,2,2,2,0,1,76,6,2,0,4,4,0,0,240,2,55.8,0,1,27,83,18,0
27,5,1,1,2,0,1,25,6,2,0,4,4,0,0,240,2,68.0,0,1,27,84,18,0
0,5,0,1,1,0,1,135,6,2,0,0,3,0,0,240,2,43.0,0,0,27,84,18,0
80,5,1,1,2,0,1,169,6,2,0,3,4,2,0,240,2,69.0,1,0,27,84,18,0
128,4,2,2,2,0,1,56,5,2,0,0,3,0,0,6,2,29.0,0,0,27,83,18,0
4,5,2,1,2,2,1,103,6,2,0,2,2,0,0,314,2,57.4,1,0,27,84,18,0
45,5,0,1,2,0,1,43,6,2,0,0,3,0,0,240,2,48.0,0,2,27,84,18,0
19,5,0,1,1,0,1,81,6,2,0,0,3,1,0,240,3,43.0,0,1,27,84,18,0
24,4,2,2,2,0,1,59,5,2,0,3,3,0,0,171,2,42.0,0,0,27,83,18,0
36,5,2,1,2,0,1,59,5,2,0,0,0,1,0,171,2,35.33,0,0,27,84,18,0
43,4,2,3,2,0,0,59,6,2,0,0,8,2,0,240,3,0.0,0,1,27,83,18,0
27,5,1,1,2,0,1,135,6,2,0,4,4,0,0,240,2,68.0,0,1,27,84,18,0
0,5,0,0,2,0,1,135,6,2,0,0,3,0,0,240,2,0.0,0,1,27,84,19,0
11,5,1,2,1,0,1,43,6,2,0,0,3,0,0,240,2,43.0,0,0,27,84,18,0
11,5,1,2,1,0,1,43,6,2,0,0,3,0,0,240,2,43.0,0,0,27,84,18,0
11,5,1,2,1,0,1,43,6,2,0,0,3,0,0,240,2,43.0,1,0,27,84,18,0
45,5,1,2,2,0,2,59,5,2,0,0,0,0,0,40,0,58.8,0,0,27,84,18,0
0,5,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,35.0,0,0,27,84,19,0
0,5,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,35.0,0,0,27,84,19,0
0,12,1,0,1,0,1,135,3,3,0,0,3,0,0,0,2,35.0,0,0,28,91,20,1
0,5,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,35.0,0,0,27,84,19,0
0,12,1,0,1,0,1,135,3,3,0,0,3,0,0,0,2,35.0,0,0,28,91,20,1
0,13,0,1,1,0,1,135,2,3,1,0,0,0,0,0,2,35.0,1,0,28,92,20,0
4,5,2,2,2,1,2,133,5,2,0,3,3,0,0,171,2,68.0,0,0,27,84,18,0
0,5,0,1,2,0,1,135,3,1,0,0,3,0,0,0,2,48.0,0,1,27,84,19,0
1,5,0,1,1,0,1,135,3,1,0,0,3,1,0,0,3,35.0,0,0,27,84,19,0
0,25,0,1,1,0,1,135,2,1,0,0,3,0,0,0,2,75.0,0,0,31,104,23,0
1,5,0,1,1,0,1,135,3,1,0,0,3,1,0,0,3,35.0,0,0,27,84,19,0
1,23,0,1,1,0,1,135,2,1,0,0,0,0,0,0,2,75.0,0,0,31,102,23,0
1,5,0,1,1,0,1,135,3,1,0,0,3,1,0,0,3,35.0,0,0,27,84,19,0
7,5,0,2,1,0,1,43,6,2,0,0,0,0,0,241,2,40.11,1,1,27,84,18,0
1,5,0,2,1,0,1,43,3,1,0,4,4,0,0,0,2,72.0,1,1,27,84,19,0
1,5,0,1,2,0,1,135,3,1,0,4,4,2,0,0,2,72.0,1,0,27,84,19,0
5,5,1,2,2,2,1,103,3,1,0,6,6,0,0,250,2,92.0,1,0,27,84,18,0
0,4,3,7,2,0,1,59,5,2,0,4,4,0,0,177,2,52.0,0,0,27,83,18,0
1,5,0,1,1,0,1,135,3,1,0,0,3,1,0,0,3,35.0,0,0,27,84,19,0
1,5,0,2,2,0,1,135,6,2,0,0,3,0,0,240,2,48.0,0,1,27,84,18,0
11,5,1,2,1,0,1,12,6,2,0,0,3,0,0,240,2,50.0,0,0,27,84,18,0
8,5,0,1,2,0,1,51,6,2,0,0,3,0,0,240,3,48.0,1,1,27,84,19,0
8,5,0,1,2,0,1,51,6,2,0,0,3,0,0,240,3,48.0,0,1,27,84,19,0
1,4,2,7,1,0,1,51,6,2,0,0,0,0,0,240,2,50.0,1,1,27,83,18,0
1,5,0,1,1,0,1,135,3,1,0,0,3,3,0,0,3,35.0,0,0,27,84,19,0
1,23,0,2,1,0,1,135,2,1,0,0,3,0,0,0,2,75.0,1,1,31,102,23,0
49,32,0,3,1,0,1,135,2,1,0,0,4,0,0,0,2,147.33,1,1,33,111,25,0
0,5,0,2,1,0,1,135,2,3,0,0,3,0,0,0,2,35.0,0,0,27,84,19,0
3,5,0,1,2,0,1,59,6,2,0,3,3,1,0,240,2,56.0,0,2,27,84,19,0
5,5,0,2,1,0,1,135,3,1,0,0,0,0,0,0,2,36.0,0,0,27,84,19,0
0,5,0,1,2,0,1,135,3,1,0,0,0,0,0,250,2,48.0,0,1,27,84,19,0
0,7,0,1,2,0,1,135,3,1,0,0,3,0,0,250,2,54.0,0,1,27,86,19,0
1,9,0,2,2,0,1,135,3,1,0,0,0,0,0,250,1,45.5,0,1,28,88,19,0
0,5,0,1,2,0,1,135,3,1,0,0,0,0,0,0,2,48.0,0,1,27,84,19,0
0,5,0,2,2,0,1,135,6,2,0,0,0,0,0,242,2,48.0,0,1,27,84,19,0
0,6,0,1,2,0,1,135,6,2,0,0,0,0,0,241,1,36.96,0,1,27,85,19,0
3,5,0,1,1,0,1,135,6,2,0,0,3,0,0,240,2,43.0,0,1,27,84,19,0
0,5,0,1,2,0,1,135,2,3,0,0,0,1,0,0,2,40.0,0,1,27,84,19,0
11,5,1,3,2,0,1,76,6,2,0,0,0,0,0,241,2,35.11,0,1,27,84,18,0
157,4,2,6,2,0,1,59,6,2,0,4,4,0,0,240,2,55.8,0,1,27,83,18,0
0,5,0,3,1,0,1,135,3,1,0,3,3,2,0,0,2,40.0,0,0,27,84,18,0
2,5,0,2,2,0,1,135,2,3,0,0,0,1,0,0,2,40.0,0,1,27,84,19,0
10,13,1,1,1,0,1,135,2,3,0,0,0,0,0,0,2,35.0,0,1,28,92,20,0
2,19,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,45.0,0,1,30,98,22,0
11,5,0,2,2,0,1,51,5,2,0,0,3,0,0,6,2,34.0,0,0,27,84,19,0
41,4,3,8,1,0,1,59,6,2,0,0,0,0,0,240,2,43.0,0,2,27,83,18,0
177,5,0,4,2,0,1,15,6,2,0,4,4,0,0,240,2,55.8,0,1,27,84,18,0
39,5,0,4,2,0,1,76,5,2,0,0,0,0,0,177,2,34.0,0,0,27,84,18,0
4,5,0,3,2,0,1,56,6,2,0,0,3,0,0,240,2,55.0,1,1,27,84,19,0
177,5,0,4,2,0,1,15,6,2,0,4,4,0,0,240,2,55.8,0,1,27,84,18,0
4,4,2,5,2,0,2,56,6,2,0,0,0,1,0,240,2,87.0,1,1,27,83,18,0
10,5,0,1,2,0,1,43,3,1,0,0,3,0,0,0,2,40.5,0,1,27,84,19,0
20,5,2,4,2,1,1,135,3,1,0,2,2,0,0,250,2,59.0,0,0,27,84,18,0
1,5,0,1,1,0,1,135,3,1,0,0,3,0,0,250,2,43.0,0,0,27,84,19,0
31,5,0,1,2,0,1,31,6,2,0,0,3,0,0,240,3,55.0,1,1,27,84,19,0
31,5,0,1,1,0,1,31,6,2,0,0,3,0,0,240,3,43.0,0,1,27,84,19,0
1,5,0,1,2,0,1,135,5,2,0,0,0,0,0,330,3,34.0,0,1,27,84,19,0
0,5,0,1,1,0,1,54,3,1,0,0,0,1,0,0,2,43.0,0,0,27,84,19,0
1,5,0,1,2,0,1,135,3,1,0,0,3,0,0,250,2,43.2,0,1,27,84,19,0
2,6,4,10,2,0,0,135,3,1,0,0,8,6,0,0,2,0.0,0,1,27,85,19,0
15,5,0,1,2,0,1,135,3,1,0,5,6,0,0,0,2,70.0,0,2,27,84,19,0
3,5,0,2,1,0,1,135,2,3,0,0,0,0,0,0,2,35.0,0,1,27,84,19,0
1,11,2,1,2,0,1,135,2,3,0,0,3,3,0,0,2,45.0,0,1,28,90,20,0
10,28,2,2,1,0,1,135,2,3,0,0,0,3,0,0,2,145.0,0,1,32,107,24,0
3,5,0,2,1,0,1,135,2,3,0,0,0,0,0,0,2,35.0,0,1,27,84,19,0
0,5,0,4,2,0,1,123,3,1,0,0,0,0,0,0,2,45.0,0,0,27,84,18,0
67,5,0,1,2,0,1,31,6,2,0,3,3,0,0,240,3,52.0,0,3,27,84,19,0
67,5,0,1,2,0,1,31,6,2,0,3,3,0,0,240,3,52.0,0,3,27,84,19,0
1,5,0,3,1,0,1,15,6,2,0,0,0,0,0,241,2,31.21,0,1,27,84,19,0
1,5,0,1,2,0,1,169,6,2,0,5,5,0,0,241,2,56.21,0,1,27,84,19,0
56,5,0,4,1,0,1,169,6,2,0,0,0,0,0,314,2,29.6,0,0,27,84,18,0
3,5,0,2,1,0,1,135,2,3,0,0,0,0,0,0,2,35.0,0,1,27,84,19,0
0,5,0,1,2,0,1,135,3,1,0,0,0,0,0,0,2,48.0,0,0,27,84,19,0
131,2,8,20,2,0,1,59,6,2,0,0,6,0,0,314,2,54.35,0,0,27,81,18,0
81,5,0,3,2,0,1,59,6,2,0,0,3,4,0,240,3,42.0,0,1,27,84,19,0
81,5,0,3,2,0,1,59,6,2,0,0,3,0,0,240,3,42.0,0,1,27,84,19,0
81,5,0,3,1,0,1,59,6,2,0,0,3,1,0,240,3,37.0,0,1,27,84,19,0
13,5,0,3,2,0,1,59,6,2,0,0,3,0,0,240,2,48.0,0,0,27,84,19,0
3,5,0,3,2,0,1,153,6,2,0,3,3,0,0,240,2,56.0,0,0,27,84,19,0
3,5,0,1,2,0,1,135,6,2,0,0,3,0,0,240,2,48.0,0,2,27,84,19,0
132,5,0,3,2,0,1,56,5,2,0,0,3,0,0,6,2,29.0,0,0,27,84,19,0
71,5,2,5,2,0,1,135,6,2,0,0,3,0,0,241,2,47.72,1,1,27,84,18,0
12,5,0,1,2,0,1,135,3,1,0,0,3,0,0,250,2,45.0,0,0,27,84,19,0
2,5,0,2,2,0,2,51,6,2,0,0,3,0,0,240,3,87.0,1,1,27,84,19,0
2,5,0,2,2,0,2,51,6,2,0,0,3,0,0,240,3,80.0,0,1,27,84,19,0
1,5,0,1,2,0,1,135,3,1,0,0,0,1,0,250,2,55.0,1,0,27,84,19,0
27,5,0,1,2,0,1,51,6,2,0,0,0,0,0,240,3,48.0,0,1,27,84,19,0
27,5,0,1,2,0,1,51,6,2,0,0,0,0,0,240,3,48.0,0,1,27,84,19,0
3,5,0,1,2,0,1,135,6,2,0,0,3,0,0,240,2,48.0,0,1,27,84,19,0
8,5,0,1,2,1,1,135,5,2,0,0,0,0,0,177,2,40.5,0,0,27,84,19,0
0,5,0,1,1,0,1,135,3,1,0,0,0,0,0,0,3,43.0,0,0,27,84,19,0
0,5,0,1,1,0,1,135,3,1,0,0,0,0,0,0,3,50.0,0,0,27,84,19,0
2,5,0,2,2,1,0,51,6,2,0,0,4,1,0,314,2,128.74,0,0,27,84,19,0
4,5,0,1,2,0,1,135,6,2,0,0,0,0,0,240,2,48.0,0,1,27,84,19,0
2,5,0,1,2,0,1,54,6,2,0,0,3,0,0,240,2,55.0,1,1,27,84,19,0
4,5,0,1,2,0,1,135,3,1,0,4,4,0,0,250,2,58.5,0,0,27,84,19,0
0,5,0,1,1,0,1,135,3,1,0,0,0,0,0,0,3,43.0,0,0,27,84,19,0
0,5,0,1,1,0,1,135,3,1,0,0,0,0,0,0,3,43.0,0,0,27,84,19,0
0,5,0,1,1,0,1,135,3,1,0,0,0,0,0,0,3,43.0,0,0,27,84,19,0
1,5,0,3,2,0,1,91,6,2,0,3,3,0,0,241,2,43.12,0,1,27,84,19,0
1,5,0,1,2,0,1,135,3,1,0,0,0,0,0,0,2,48.0,0,1,27,84,19,0
1,5,0,1,2,1,1,135,3,2,0,2,2,0,0,0,2,63.0,0,3,27,84,19,0
10,5,0,2,2,0,1,91,6,2,0,7,7,1,0,240,2,93.0,0,0,27,84,19,0
54,5,0,2,2,0,1,43,6,2,0,4,4,2,0,240,2,65.0,0,1,27,84,19,0
0,5,0,1,2,0,1,135,6,2,0,0,3,0,0,240,2,48.0,0,1,27,84,19,0
1,5,0,2,2,2,1,135,6,2,0,6,6,0,0,240,2,88.0,0,0,27,84,19,0
10,5,0,2,2,0,1,51,6,2,0,3,3,0,0,240,2,78.0,0,1,27,84,19,0
10,5,0,2,2,0,1,135,3,1,0,0,3,0,0,0,2,47.5,1,1,27,84,19,0
15,5,0,2,2,2,1,135,6,2,0,6,6,0,0,240,2,88.0,0,1,27,84,19,0
158,5,2,5,2,0,1,59,6,2,0,4,4,0,0,314,2,44.64,0,0,27,84,18,0
10,5,0,1,2,0,1,135,6,2,0,0,3,0,0,240,2,48.0,0,2,27,84,19,0
17,5,0,1,2,0,1,152,6,2,0,4,6,0,0,240,2,88.0,0,1,27,84,19,0
0,5,0,1,2,0,1,135,6,2,0,3,3,0,0,240,2,56.0,0,0,27,84,19,0
11,5,0,1,2,0,2,59,6,2,0,5,5,1,0,467,2,75.6,0,0,27,84,19,0
4,5,0,1,2,0,1,135,3,1,0,0,3,0,0,250,2,40.5,0,1,27,84,19,0
1,5,0,2,2,1,2,51,3,1,0,2,2,0,0,0,2,103.0,0,0,27,84,19,0
0,5,0,1,2,0,2,51,6,2,0,0,3,1,0,240,2,80.0,0,1,27,84,19,0
18,5,2,5,1,0,1,76,6,2,0,0,0,0,0,240,2,44.71,0,1,27,84,18,0
23,5,1,2,2,0,1,59,5,2,0,3,3,0,0,95,2,42.0,0,0,27,84,19,0
8,5,1,1,2,0,1,59,5,2,0,4,4,0,0,177,2,57.0,1,1,27,84,19,0
70,5,2,5,2,0,2,59,5,2,0,4,4,0,0,40,2,83.76,0,1,27,84,18,0
0,6,1,0,2,0,1,123,3,1,0,7,6,0,0,250,2,100.0,1,0,27,85,19,0
3,6,1,0,2,0,1,135,6,2,0,0,3,0,0,240,2,48.0,0,1,27,85,19,0
36,5,1,1,1,0,1,135,6,2,0,0,0,0,0,242,3,40.85,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
0,5,1,1,1,0,1,31,3,1,0,0,0,0,0,0,3,43.0,0,0,27,84,19,0
36,5,1,1,1,0,1,31,6,2,0,0,0,0,0,242,3,40.85,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
36,5,1,1,1,0,1,31,6,2,0,0,0,0,0,242,3,40.85,0,1,27,84,19,0
29,5,1,1,2,0,2,31,6,2,0,0,0,0,0,242,3,74.1,0,2,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
80,5,1,1,2,0,1,31,6,2,0,5,5,0,0,242,3,63.65,0,1,27,84,19,0
54,5,2,5,2,0,2,59,6,2,0,0,0,0,0,175,2,57.6,0,0,27,84,18,0
0,6,1,0,1,0,1,76,3,1,0,0,0,0,0,0,2,43.0,0,0,27,85,19,0
0,5,1,3,2,0,1,1,3,1,0,0,0,1,0,0,2,44.95,1,0,27,84,19,0
36,5,1,2,2,0,1,133,6,2,0,0,3,1,0,240,2,48.0,0,1,27,84,19,0
20,5,2,5,2,0,1,59,5,2,0,0,0,0,0,171,2,34.0,0,0,27,84,18,0
6,5,1,4,2,0,2,56,5,2,0,3,3,0,0,6,2,68.0,0,0,27,84,19,0
67,5,1,2,2,0,1,34,3,1,0,0,3,0,0,250,2,33.26,0,0,27,84,19,0
9,5,1,3,2,0,1,59,6,2,0,0,0,0,0,467,2,34.56,0,0,27,84,19,0
3,5,1,1,2,0,1,135,6,2,0,4,4,0,0,240,2,75.0,1,1,27,84,19,0
4,5,3,5,2,0,1,135,6,2,0,3,3,0,0,240,2,78.0,0,2,27,84,18,0
17,5,2,5,1,0,1,81,6,2,0,3,3,1,0,240,2,58.0,1,2,27,84,18,0
46,4,3,9,0,0,0,56,3,1,0,0,8,8,0,0,2,0.0,0,0,27,83,18,0
145,5,2,1,2,0,1,76,6,2,0,3,3,0,0,242,2,46.8,0,2,27,84,19,0
0,6,1,0,2,0,1,29,3,1,0,0,0,0,0,0,2,67.0,1,0,27,85,19,0
159,5,2,1,2,0,1,59,6,2,0,0,0,0,0,240,2,39.13,0,1,27,84,19,0
159,5,2,1,2,0,1,76,6,2,0,0,0,0,0,240,2,37.8,0,3,27,84,19,0
159,5,2,1,2,0,1,59,6,2,0,3,3,0,0,240,2,46.8,0,0,27,84,19,0
0,6,1,0,2,0,1,135,6,2,0,3,3,0,0,240,2,68.0,0,1,27,85,19,0
3,6,2,0,2,0,1,43,5,2,0,0,0,0,0,171,2,34.0,0,0,27,85,19,0
20,6,0,1,2,0,1,135,3,1,0,0,0,0,0,250,2,45.0,0,1,27,85,19,1
17,6,1,0,1,0,1,25,2,3,0,0,3,0,0,0,2,36.0,0,0,27,85,19,0
17,6,1,0,1,0,1,135,2,3,0,0,3,0,0,0,2,36.0,0,0,27,85,19,0
52,5,2,1,2,0,1,56,6,2,0,0,3,0,0,240,2,48.0,0,1,27,84,19,0
0,6,2,0,2,0,1,135,6,2,0,0,0,0,0,240,2,54.0,0,1,27,85,19,0
1,6,1,0,2,0,1,135,3,1,0,4,4,0,0,0,3,87.0,1,1,27,85,19,0
1,7,1,0,1,0,1,135,3,1,0,4,4,0,0,0,2,68.0,0,2,27,86,19,0
1,6,1,0,2,0,1,135,3,1,0,4,4,0,0,0,2,87.0,1,0,27,85,19,0
1,7,1,0,2,0,1,135,3,1,0,4,4,1,0,0,2,75.0,1,2,27,86,19,0
1,6,1,0,2,0,1,135,3,1,0,4,4,0,0,0,3,80.0,0,1,27,85,19,0
10,5,2,2,2,0,1,59,6,2,0,0,0,0,0,241,2,36.61,0,1,27,84,19,0
27,5,2,5,2,0,2,59,6,2,0,0,0,1,0,314,2,66.4,0,0,27,84,18,0
19,6,1,0,2,0,2,135,3,1,0,5,5,1,0,250,2,102.0,0,0,27,85,19,0
1,6,1,0,2,0,1,135,3,1,0,5,5,0,0,250,3,92.0,1,0,27,85,19,0
1,6,1,0,2,0,1,135,3,1,0,5,5,0,0,250,3,85.0,0,0,27,85,19,0
0,6,0,0,1,0,1,135,6,2,0,0,0,0,0,314,2,0.0,0,0,27,85,19,0
0,6,0,0,2,0,1,135,5,2,0,3,3,0,0,26,2,0.0,0,0,27,85,19,0
14,6,0,1,1,0,1,135,5,2,0,0,0,0,0,146,2,35.0,0,0,27,85,19,0
0,6,0,1,2,0,1,135,5,2,0,0,3,0,0,3,3,34.0,0,0,27,85,19,0
0,6,0,1,1,0,1,135,5,2,0,0,3,0,0,3,3,30.0,0,0,27,85,19,0
0,6,1,1,2,0,1,135,3,1,0,0,0,2,0,0,2,47.0,1,0,27,85,19,0
0,6,0,1,1,0,1,135,3,1,0,0,0,1,0,0,2,55.0,0,0,27,85,19,0
10,6,1,1,2,0,0,135,4,3,0,0,4,0,0,0,3,90.0,0,0,27,85,19,0
10,6,1,1,2,0,0,135,4,3,0,0,4,0,0,0,3,90.0,0,0,27,85,19,0
